# E			DOS_ED
4.6864705882353	0.0495498823546395
4.8041176470588	0.050967256864466
4.9217647058824	0.0523929115861499
5.0394117647059	0.0548258356398568
5.1570588235294	0.0549938572943053
5.2747058823529	0.0533795736311157
5.3923529411765	0.0530211302289225
5.51		0.0514046588523221
5.6276470588235	0.046885960096473
5.7452941176471	0.0434122084162438
5.8629411764706	0.0424269175468693
5.9805882352941	0.0411232526235429
6.0982352941176	0.0388789489728824
6.2158823529412	0.0383542517334681
6.3335294117647	0.0392393355500302
6.4511764705882	0.0380193034134267
6.5688235294118	0.0347742156612446
6.6864705882353	0.0328919763090116
6.8041176470588	0.0328625481858348
6.9217647058824	0.0324623647085532
7.0394117647059	0.0315947445100471
7.1570588235294	0.0327379901782142
7.2747058823529	0.0366474930343021
7.3923529411765	0.04062654243887
7.51		0.041388275115448
7.6276470588235	0.041019998383909
7.7452941176471	0.0410657091167436
7.8629411764706	0.0379546417364603
7.9805882352941	0.0314347585357877
8.0982352941176	0.0256829313484501
8.2158823529412	0.0224089267462254
8.3335294117647	0.020570975866729
8.4511764705882	0.0183978241690113
8.568823529412	0.0159902363042935
8.686470588235	0.0144862368663094
8.804117647059	0.0140277183933831
8.921764705882	0.013641937015498
9.039411764706	0.0124507373569107
9.157058823529	0.0111286879462521
9.274705882353	0.0104231151886958
9.392352941176	0.0100146316735594
9.51		0.00911714396449212
9.627647058824	0.00787670666458666
9.745294117647	0.00694965810684705
9.862941176471	0.00652230519176253
9.980588235294	0.00634125143981028
10.098235294118	0.00591492918575458
10.215882352941	0.00518932328519593
10.333529411765	0.00454936105037562
10.451176470588	0.0041672875562607
10.568823529412	0.00396453640856788
10.686470588235	0.0037232853682919
10.804117647059	0.00335696701216775
10.921764705882	0.00301504248500503
11.039411764706	0.00279616717580411
11.157058823529	0.0026893044719455
11.274705882353	0.00260328568152472
11.392352941176	0.00243515270037224
11.51		0.00222598548165049
11.627647058824	0.00206536778188563
11.745294117647	0.00197680583896572
11.862941176471	0.00193281445389174
11.980588235294	0.00186371666653608
12.098235294118	0.0017379537582119
12.215882352941	0.00160998599539198
12.333529411765	0.00152014831448926
12.451176470588	0.00146990094038876
12.568823529412	0.00143497794005198
12.686470588235	0.00137548025163205
12.804117647059	0.00129097137179532
12.921764705882	0.00121449822082149
13.039411764706	0.00116059212142995
13.157058823529	0.00112720748136349
13.274705882353	0.00110131298076196
13.392352941176	0.0010626061281435
13.51		0.00101164292728706
